Title,Description,Lat,Lon,Link,ID
Subdivisional sale of Brisbane city freeholds,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;At the Post Office Auction Mart, Monday at 11 o'clock 3rd August, 1908.;Estate covers area around Queen, Eagle, Wharf and Adelaide Streets.;Land for sale is subs. 9 to 21 of subs. 12 to 15 of sec. 51, parish of North Brisbane.;Auctioneers: Isles, Love & Co.;H. Raff lic. Surveyor, Central Chambers, Queen St.",-27.464733,153.030742,http://hdl.handle.net/10462/deriv/18329,997031264702061
"[Plan of Township of Moondarewa, Stradbroke Island, County of Stanley, Parish of Currigee]",Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;Plan of allotments to be sold.;Title added to base map by hand.,-27.888981,153.419749,http://hdl.handle.net/10462/deriv/18326,997031214702061
Nudgee farms,Plan of allotments to be sold.;Auctioneer: B. F. Canniffe.;Library holds 2nd copy - is photocopy.;Land for sale is subdivisions 1 to 7 of portions 284 to 286 & 288 and subdivisions 1 to 4 of portions 271 & 272. Parish of Toombul.,-27.373419,153.098258,http://hdl.handle.net/10462/deriv/280850,997078764702061
"Plan of subdivision of allotments 7 & 8 of section 1, Town of Southport",Plan of allotments to be sold.,-27.967015,153.412217,http://hdl.handle.net/10462/deriv/287209,997030754702061
Southport North,"'Portion 62 , Parish of Barrow'? - hand written on map.;Plan of allotments to be sold 'Sales (through J.C. ...?',  [5th August, 1883?] - hand written on map.;Estate covers area in Biggera Waters and Labrador, Southport.;Cameron and Henzell no. 318.QSL",-27.933040,153.405035,http://hdl.handle.net/10462/deriv/411990,997030734702061
"Plan of subdivisions 1 to 32 of portion 73, town of Sandgate","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;""For sale. apply to Wm. [William] Potts, Queen Street, Brisbane"" - on map.;Estate covers area in Sandgate and/or Brighton.",-27.321678,153.070475,http://hdl.handle.net/10462/deriv/18308,997030774702061
"Plan of the Henderson Estate, Parish of Indooroopilly, subdivisions of part of portion 45","Plan of allotments to be sold by auction on Monday, June 3, 1878.;Estate covers area in Taringa.;Auctioneer: John Cameron.",-27.49224,152.983243,http://hdl.handle.net/10462/deriv/280201,997061074702061
"For sale at the Mart., 121 Queen St., Monday May 6 at 12 o'clock, 8 splendid allotments 8 on Ipswich Road, near Junction Hotel, and opposite Stephen's Divisional Board Office","Land for sale is re-subdivisions 1 to 8 of subdivisions 43 to 46 portion 173a, Parish of Yeerongpilly.",-27.508031,153.033645,http://hdl.handle.net/10462/deriv/282093,997225194702061
Newtown estate,Plan of the unsold allotments ... for sale on Saturday Sep. 17 .;Digitisation of this Real Estate map was made possible with the generous support of the Queensland Library Foundation Legacy Partners.,-27.497915,152.979287,http://hdl.handle.net/10462/deriv/282094,997225204702061
Markwell's Paddock,"At foot of title: Plan of Markwell's Paddock, Mayne, the property of Federal Building, land and Investment Society, Limited, comprising 248 allotments, for sale on the ground on Saturday afternoon, September 7, 1889, at 2.30 p.m.",-27.436188,153.041374,http://hdl.handle.net/10462/deriv/282089,997225224702061
Plan of the East Stratton Estate,Shows streets (some named);Estate covers area in Newstead and Fortitude Valley.;Hand drawn in lead pencil.,-27.452233,153.042743,http://hdl.handle.net/10462/deriv/280846,997071464702061
"Plan of Waterford Estate, South Brisbane, por'n 132",Hand drawn in ink.,-27.483276,153.021632,http://hdl.handle.net/10462/deriv/280843,997060844702061
Plan of the Breakfast Creek Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;John Cameron, auctioneer.;J. Jeays, licensed surveyor.;Includes local sketch.",,,http://hdl.handle.net/10462/deriv/18338,997031934702061
"Plan of the Bristol Estate, parish of Enoggera, county of Stanley","Plan of allotments to be sold.;Estate covers area probably in Ashgrove, or Red Hill.;Land agents: J. Barger & Co. .;Bottom right hand corner missing",-27.445051,152.993909,http://hdl.handle.net/10462/deriv/280179,997040964702061
"Plan of part of sections 1 & 9 & sections 10 & 11, town of Southport, Parish of Nerang, County of Ward, District of E. Moreton, Queensland",Plan of allotments.,-27.971639,153.412238,http://hdl.handle.net/10462/deriv/18687,997040984702061
"Parish of Drayton, Parish of Eton Vale",Plan of allotments.;Photolithographed at the Lands Department Brisbane by George Fairman.,-27.582618,151.933397,http://hdl.handle.net/10462/deriv/280198 SLQ.,997031914702061
"Plan of 43 splendid building sites, in the Haughton Estate, Windsor Road,","Plan of allotments to be sold 10th June, -.;Estate covers area now in Red Hill.;Library holds 2 copies, one missing the top section (Blue line, with R. J. Cottell as Auctioneer), the other with name of auctioneer added by hand: John Cameron",-27.447044,153.003348,http://hdl.handle.net/10462/deriv/280212,997030714702061
"Plan of 117 splendid allotments in the Humpy Bong township, being portions 125 and 126, County of Stanley, Parish of Redcliffe","Plan of allotments to be sold.;Estate covers area in Woody Point.;Library's copies have handwriting on the recto;John Cameron, Auctioneer.;W.F. Bishop, Surveyor.",-27.253272,153.099545,http://hdl.handle.net/10462/deriv/280202,997061094702061
"The Vaughan Estate, being portion 22, North Pine River, Parish of Redcliffe",Plan of allotments to be sold.;Library's copy has area shaded in purple ink,-27.201466,153.023242,http://hdl.handle.net/10462/deriv/280204,997061124702061
The Morayfield Railway Station Estate,"Plan of allotments to be sold.;""Containing town lots, as in blocks A & E, suburban lots, 3 acres and under, small farms. All within five to fifteen minutes walk of the railway station at South Caboolture.""",-27.09312,152.939534,http://hdl.handle.net/10462/deriv/221030,997060934702061
"Plan of building sites, Corunna Estate, portion 149, Enoggera","Plan of allotments to be sold 27th September, 1880.;Estate covers area now in Albion.;Auctioneer: John Cameron.",-27.430767,153.039882,http://hdl.handle.net/10462/deriv/18685,997040914702061
Plan of the town of Southport,,-27.967299,153.414062,http://hdl.handle.net/10462/deriv/280215,997060454702061
Plan of Lower Brisbane,"Plan of allotments to be sold.;Estate covers the area now in Bulimba. Map shows the area between Brisbane Street and Government Road (now Oxford Street), from Brisbane River, showing the site of the Bulimba ferry terminal, west towards what is now Lytton Road. Also shows the site of Bulimba House and a church (probably what is now the Bulimba Uniting Church).;Simon Fraser, auctioneer.;Cameron and Henzell no. 332QSL",-27.449555,153.057693,http://hdl.handle.net/10462/deriv/411998,997031904702061
Port Hacking Seymour Estate,"Plan of allotments to be sold by auction on the ground, Saturday, 9th April, 1927.;Auctioneers: C. Monro Ltd., Sydney, P. J. B. Mansell, Marrickville, and Monro & Buist, Cronulla.",-34.061517,151.129185,http://hdl.handle.net/10462/deriv/280866,997060634702061
Taringa Township,"Plan of allotments to be sold on the ground Saturday, 19th March.",-27.491762,152.9836,http://hdl.handle.net/10462/deriv/280869,997060664702061
"Plan of the Thompson Estate, Wooloongabba",Auctioneer: J. B. Ellis.;Library's copy has area shaded in brown ink;Estate covers area in Annerley and Greenslopes.,-27.502675,153.038947,http://hdl.handle.net/10462/deriv/280180,997060494702061
"Town of Cleveland, County of Stanley known as the Old Police Paddock & being sections 116, 116A, 116B, 117, 117A, & 117B","Plan of allotments to be sold on Saturday, 26th October 1889 .;Auctioneer: G. T. Bell.",-27.532877,153.280013,http://hdl.handle.net/10462/deriv/280193,997060404702061
"The marine township of Scarborough, Parish of Redcliffe, Humpy Bong, Moreton Bay","Shows named streets, hotel grounds, and positions for water and recreation reserves .",-27.201945,153.113204,http://hdl.handle.net/10462/deriv/280194,997060414702061
Nindooimbah Estate,"'Supplement to the Daily mail, Brisbane, Saturday, March 31st, 1906'.",-28.048702,153.047603,http://hdl.handle.net/10462/comp/3674,997224794702061
Township of Southport,Plan of allotments to be sold.,-27.968228,153.411595,http://hdl.handle.net/10462/deriv/18684,997030744702061
Plan of allotments at Caloundra,"Plan of allotments for sale by auction at Bell's Auction Mart, Brisbane, 29th October 1889.;Map shows area from Buderim Street, Dickey Beach south to Pumicestone Passage.;Library holds 2 copies. Copy 1 is mounted on linen and has been cut to 45 cm wide, without losing content. Copy 1 also has additional streets (un-named) and some allotments, hand drawn in the section marked 'J.C. Moffatt', between Caroora Street and William Street. This area, which includes Moffat Beach is blank on Copy 2.QSL;Cameron and Henzell no. 929QSL",-26.793815,153.138451,http://hdl.handle.net/10462/deriv/280851,997191244702061
"Frank Mann Estate, Albion",Plan of allotments.;Hand drawn in pencil.,-27.430842,153.03898,http://hdl.handle.net/10462/deriv/280874,997251114702061
"The Waverley estate, Taringa","Estate map for a land sale held Saturday 7th August, 1909.;Digitisation of this Real Estate map was made possible with the generous support of the Queensland Library Foundation Legacy Partners.;Land for sale is subs 223 to 254 & 274 to 287 & 292 to 305 of portion 680, parish of Indooroopilly.",-27.494028,152.972149,http://hdl.handle.net/10462/deriv/280881,997269804702061
Lancaster's Gardens,Land for sale is: re-subs of sub 2 of allotment 15 Parish of Toombul.,-27.432702,153.068499,http://hdl.handle.net/10462/deriv/207355,997225184702061
Gladstone Estate,"Plan of allotments to be sold 22nd March, 1884.;Estate covers area near Logan Road, once in the Parish of Yeerongpilly, now probably in Greenslopes. Handwritten annotation on verso of map ""Subdivision of Portion 277,Yeerongpilly"".;David Love, auctioneer; McKellar Machine Litho.;Cameron and Henzell no. 435QSL",-27.508956,153.054814,http://hdl.handle.net/10462/deriv/411994,997030964702061
Indooroopilly Township,"Plan of allotments to be sold on the ground, Saturday, June 29th, 1889.;Digitisation of this Real Estate map was made possible with the generous support of the Queensland Library Foundation Legacy Partners.;At foot of title: Property of the Queensland Deposit Bank and Building Society Ltd.",-27.495013,152.968075,http://hdl.handle.net/10462/deriv/282095,997225214702061
Plan of the Woolongabba Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;Plan of allotments to be sold.;John Cameron, auctioneer.",-27.490303,153.038096,http://hdl.handle.net/10462/deriv/18335,997031874702061
"Plan of Central Southport, being part of portions 6 & 14, Parish of Nerang","Plan of allotments to be sold 20th January, -.;Auctioneer: John Cameron .",-27.949313,153.407099,http://hdl.handle.net/10462/deriv/280190,997040994702061
Kingsholme Estate,"Plan of land to be sold by auction on June 20, 1885.;Auctioneer: Arthur Martin & Co.;Surveyor: Hamilton & Raff.",-27.461401,153.047383,http://hdl.handle.net/10462/deriv/280878,997269774702061
"[Balmain Estate, part of portions 722 & 725, parish of Enoggera]","Plan of allotments to be sold.;Estate covers area along Wellington Road and Cairns Terrace, on Petrie Terrace, City.;Hand drawn in ink.",-27.457752,153.006444,http://hdl.handle.net/10462/deriv/280178,997040954702061
"4 valuable cottages, Teneriffe, being resubs. 3 to 6 of subs. 39 to 42 of E.S. allot. 56, Parish of North Brisbane","Plan of allotments to be sold by public auction on Saturday, 19th February, 1927.",-27.454772,153.042734,http://hdl.handle.net/10462/deriv/280848,997071524702061
Plan of Moorooka railway station estate,"Plan of allotments to be sold by auction on the ground, Sat. 11th May, 1889.;The property of the Freehold Banking & Building Coy. Limited.",-27.5312,153.016296,http://hdl.handle.net/10462/deriv/280860,997060744702061
"Plan of superior building sites, comprising portions 119 and 121, parish of North Brisbane, county of Stanley, Fortitude Valley","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;James. R. Dickson, [auctioneer];Map shows the allotments around Wesleyan Church reserve in Ann St., Brisbane.",-27.456009,153.035871,http://hdl.handle.net/10462/deriv/18320,997031064702061
"Plan of 128 acres of land, showing the original government allotments, situated at Kelvin Grove, Three Mile Scrub","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;Plan of allotments to be sold.;Estate covers area now probably in Newmarket, along Enoggera Creek.;Land agent: J.R. Dickson.;Relief shown by hachures.",-27.436989,153.002955,http://hdl.handle.net/10462/deriv/18311,997030784702061
"Town of Southport, Parish of Nerang, County of Ward, Moreton district",Plan of allotments showing names of land owners.;Map shows allotments along Scarborough Street and adjoining streets Southport.;Cameron and Henzell no. 292QSL.,-27.964921,153.412453,http://hdl.handle.net/10462/deriv/433060,997030704702061
The township of Sherwood Estate,"Plan of allotments to be sold by auction on the ground, June 23rd, 1888.;Digitisation of this Real Estate map was made possible with the generous support of the Queensland Library Foundation Legacy Partners.;Auctioneer: John F. Buckland.",-27.534735,152.985292,http://hdl.handle.net/10462/deriv/280842,997060814702061
"Mount Morgan Estate being re subdivisions 1 to 225 of subdivision 2, or por. 127A, Parish of Bulimba",Estate covers area in Norman Park.;Plan of allotments to be sold by private sale.;The property of the Brisbane Land & Investment Co (Limited),-27.479828,153.06574,http://hdl.handle.net/10462/deriv/280844,997060924702061
"Plan of the Northcote Estate, subdivision of part of portion 145, Parish of Enoggera","Plan of allotments to be sold by public auction, Saturday, 1st June.",-27.434773,153.023844,http://hdl.handle.net/10462/deriv/280845,997061134702061
Shirley Estate,"Includes illustration: Flinders St. looking towards the Shirley Estate.;"" To be sold by H. B. Le T. Hubert at his auction mart on saturday, July 5, commencing at 2:30 sharp"";""E. Bevan Licd suryor""",-19.262551,146.789564,http://hdl.handle.net/10462/deriv/282119,997849434702061
Plan of resubdivisions 1 to 85 of portion 39,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;J. R. Dickson & Co., auctioneers.;Hamilton & Raff, surveyors.",-27.716196,153.203297,http://hdl.handle.net/10462/deriv/18420,997585414702061
"Wecker Estate, Old Cleveland Road","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;Maps are mounted back to back and encapsulated together.;Wecker Estate map is coloured. Has two illustrations. Simon Fraser & Son, auctioneers. Hamilton & Raff, surveyors.;Riverview, Oxley, Oxley has two illustrations. ""For sale by J. H. Henzell & Son ... N. Sinnott, licd. surveyor"";Both maps include locality maps.;Only the Wecker Estate map is digitised.",-27.50238,153.054869,http://hdl.handle.net/10462/deriv/18368,997387914702061
Hamilton Estate,"Plan of allotments for sale on the grounds, Saturday 4th June at 2 o'clock.;Digitisation of this Real Estate map was made possible with the generous support of the Queensland Library Foundation Legacy Partners.;Estate covers area now in Ascot and Hamilton area.;Estate map illustrated with drawing of horse rider with lasso chasing a kangaroo and stream train crossing a trestle bridge. Illustrations of tree trunks are used to form the letters H and E.",-27.437153,153.06619,http://hdl.handle.net/10462/deriv/282088,9912006314702061
"Royal Parade Estate, Parish of Enoggera","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Map covers area next to Kedron Brook, Longsight Street and Welbeck Street.;Map had inscriptions: Property - A. E. Simpson Esq, Royal Parade, Alderley; Instruction from Mr McCarthy, Ashfield St., E. B.",-27.41645,153.004887,http://hdl.handle.net/10462/deriv/18432,997586054702061
"Crown lands to be sold by auction at Bell's Auction Mart Brisbane, on Thurday 28th Augst. at 11 o'clock",'Cat. no. W421.1'.;Library's copy has allotments col. by hand.,-27.434472,153.162344,http://hdl.handle.net/10462/deriv/282101,997309474702061
Stanley Street Estate comprising 67 allotments,"Plan of allotments to be sold on the ground on Saturday, July 5, 1884.;Subdivision bound by Wellington Road, King Street, and Overend Street, bisected by Stanley Street East.;Watson, Ferguson & Co., Litho., G.K. Jopp, Surveyor, John Cameron, Auctioneer.",-27.487825,153.04087,http://hdl.handle.net/10462/deriv/282111,997860124702061
The Lilley Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Plan of allotments to be sold by auction on Thursday 14th August 1902.;Scholefield & Godsall, Auctioneers.;Geo. A. E. Allom, licensed surveyor.;""79 magnificent building allotments, overlooking and adjoining the Royal Agricultural Society's show grounds. The pick of Toowoomba.""",-27.554484,151.966344,http://hdl.handle.net/10462/deriv/18438,997586074702061
"Plan of 11 allotments fronting James & Kent St., Valley, (being re-subdivisions 1 to 11 of subdivisions 1 to 5 of portion 44, Parish of North Brisbane)","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;""To be sold by auction, on the ground, on Saturday, Feb. 13, 1886, 2 o'clock."";Arthur Martin & Co., Auctioneers.",-27.459136,153.042901,http://hdl.handle.net/10462/deriv/18429,997586044702061
The Hamilton Reach Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Plan of allotments to be sold by public auction on the ground on Saturday Sept. 19th 1885.;Inset: Local sketch.;Nicholas W. Bell, Surveyor.;Arthur Martin & Co., Auctioneers.;Warwick & Sapsford, Litho., Brisbane.",-27.438794,153.081973,http://hdl.handle.net/10462/deriv/18714,997584854702061
Campbelltown,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Inset: [Local sketch];N. Sinnott Licd. Surveyor.;""For sale by J. H. Henzell & Son, Hill's Buildings, Albert Street, Brisbane"";McKellar, Lith. Eliz St., Brisbane.",-27.229946,153.036321,http://hdl.handle.net/10462/deriv/18387,997584874702061
Belle Mount Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Includes local sketch.;John W. Todd, Auctioneer.;Hamilton & Raff, licensed surveyors.",-27.456563,152.988,http://hdl.handle.net/10462/deriv/18441,997586084702061
"Mooyumbin Estate, Town of Nerang,","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;Hand written on map: ""at 2 o'clock 30th September 1885"";Includes local sketch.",-27.99218,153.331236,http://hdl.handle.net/10462/deriv/18477,997586464702061
Clapham Junction,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;""Saturday, June 28th, at eleven o'clock. Lunchon provided. Special trains"";Includes local sketch.;James R. Dickson & Company [Auctioneers];Hamilton & Raff, Licensed surveyors.",-27.37728,153.074566,http://hdl.handle.net/10462/deriv/18474,997586394702061
Wellington Point,"Hand drawn inset marked A: part of Mrs E. Burnett's property; had stamp: Cameron Bros. Auctioneers, Brisbane.;""R. A. Hamilton Licensed Surveyor, 88 Queen Street"";Land for sale is resubdivisision 1-5 of subdivision 133 of portion 55 & 56, and subdivisions 6-10 of portion 57. Parish of Capalaba.",-27.497323,153.242723,http://hdl.handle.net/10462/deriv/282118,997849384702061
Plan of the whole of the unsold allotments of the Redland Bay township,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;On verso: [Illustration of] Lingley's Redland Bay Hotel and more detail information about the auction.;Gordon & Gotch Litho.;R. J. Cottell, the land auctioneer.;Hamilton & Raff Surveyors.",-27.611009,153.299618,http://hdl.handle.net/10462/deriv/18396,997585064702061
Isistown,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Inset: Sketch shewing the district railway system -- sketch from district map.;Supplement to the Isis Times of May 5th 1886.;""Date of sale, June 5th, 1886, at Maryborough"";McKellar, Lith. 140 & 142 Elizabeth St., Brisbane.;Fred. J. Charlton, Licensed Surveyor.;H. C. Thorburn, Auctioneer.",-25.219727,152.449076,http://hdl.handle.net/10462/deriv/18390,997584984702061
Plan of Walmer [Estate],Plan of allotments to be sold (no date);Estate in area now in Bowen Hills.,-27.448972,153.036914,http://hdl.handle.net/10462/deriv/282105,997328494702061
Mount Bruce homesites,"""Bruce St., Coorparoo"";Estate covers area in Camp Hill.;""C. F. Bennett, authorised surveyor, Adelaide Street, Brisbane"";J. Moody & S.E. Costin, Vendors.",-27.489865,153.075396,http://hdl.handle.net/10462/deriv/282098,997670624702061
Mount Bruce Railway Station Estate,"Plan of allotments for sale by auction on Saturday 29th August, 1914.;Estate covers area in Camp Hill.;Auctioneer: C. A. Gordon, acting in conjunction with Kerr's Agency.;Draftsman: A. McKinnon.;Library copy is a reproduction - photocopy.",-27.489865,153.075396,http://hdl.handle.net/10462/deriv/282139,997423214702061
The Raby Bay Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;""To be sold by auction on Tuesday Oct. 20th, 1885 at 11 o'clock by James R. Dickson & comp'y at their Mart. Queen St."";Local sketch.",-27.524785,153.269556,http://hdl.handle.net/10462/deriv/18414,997585394702061
"Plan of four subdivisions of Westbrook Estate, Darling Downs, Queensland","'For private sale. For particulars apply to Gregory & Scholefield, Toowoomba or J.F. Jennings, Westbrook Head Station'.;Shows railways and roads; boundaries and sizes of land for sale in the subdivisions of Northbrook, Happy Valley, Wellcamp and Home Station.;Property descriptions are also held: The Westbrook lands, Darling Downs (2 broadsides) at rbf 919.433 wes; Darling Downs, Queensland, the garden of Australia at rbf 919.433 dar",-27.545462,151.790534,http://hdl.handle.net/10462/deriv/282102,997324034702061
The Mondure Estate,"Authorised surveyors: J.E. Hamilton, J.H. Adair.",-26.182059,151.775289,http://hdl.handle.net/10462/deriv/282123,997376004702061
18 residential and business sites at Coolangatta,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;Fred Nash, auctioneer.;Includes local sketch.;Thor H. Jensen, surveyor.;Former digital ID: picqld-2005-08-25-15-59;Land for sale is subdivisions 1 to 12 of allotments 1, 2, 5 & 6 of section 31. parish of Tallebudgerra. County of ward. Town of Coolangatta.",-28.165882,153.520986,http://hdl.handle.net/10462/deriv/18531,997586874702061
Tunbridge Wells Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;Dunn & Johnson, auctioneer.;Hamilton & Raff, surveyors.;""To be sold on the ground, Thursday 10th December"";Includes local sketch.;Former digital ID: picqld-2005-08-19-16-10",-27.230358,153.105093,http://hdl.handle.net/10462/deriv/18543,997587004702061
"Rose Hill Estate, Rosalie","Plan of allotments to be sold on Saturday 18th April, 1914.;Estate covers land now in Bardon.;'H.T. James Litho'.;Land for sale is resubdivisions of subdivision 1 of portions 288 & 290. Enoggera.",-27.465665,152.985749,http://hdl.handle.net/10462/deriv/282113,997373994702061
"Sea-view Estate, situated at Humpy Bong",Plan of allotments to be sold.,-27.246794,153.087128,http://hdl.handle.net/10462/deriv/282122,997374114702061
"Old racecourse estate, Ipswich","Plan of allotments ""to be sold on the ground on Saturday July 6th, 1901 at 2:30 o'clock by E. Bostock, auctioneer"";""Terms: 1/4 cash, balance at 1, 2, & 3 years, bearing 6% interest"";""E. Bostock Licensed Surveyor""",-27.622346,152.776592,http://hdl.handle.net/10462/deriv/282121,997849534702061
"Plan of the Bayswater Estate, Milton","Auctioneers: J.B. Ellis & Co., Queen Street.",-27.46696,152.996786,http://hdl.handle.net/10462/deriv/282107,997336274702061
Kangaroo Point,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Being re-subdivisions 1, 2, 3 and 4 of subdivisions 11 and 12 of allotment 29, subdivisions 5, 6, 7, 8, 9, and 10 of allotments 27 and 28, and subdivisions 11 of allotments 27 and 28, and of subdivisions 11 and 12 of allotment 29. Being subdivision 1 of allotment 38, re-subdivisions 2, 3, 4, 5, and 6, of subdivisions 1 and 2 of allotment 37, and re-subdivisions 7 and 8 of parts of subdivisions 3 and 4 of allotment 37.;""By order of the Trustee under the will of the late Hon. Wm. [William] Thornton, deceased. To be sold by public auction on the ground on Saturday, December 15, at 2 o'clock ... The residence of the late Hon. Wm. Thornton, deceased.""",-27.471182,153.035193,http://hdl.handle.net/10462/deriv/18417,997585964702061
"Plan, properties in the estate of the late Robert Bourne, Esq.","Title, Bowen and Phillips Street and correction of spelling of Leichardt (Leichhardt) Street written in pencil.;Plan of allotments to be sold 11th August, 1879.;Estate covers area in Spring Hill.;Hand drawn in ink, major streets tinted.;Plan includes degrees and minutes.",-27.46142,153.026065,http://hdl.handle.net/10462/deriv/282112,997939214702061
Two important subdivisions at Nanango and Tarong Township,"Auctioneers: John Darley & Son; Isles, Love & Co.;Plan of allotments for sale Tuesday 12th April, 1921 [and] Saturday 9th April, 1921.;Land for sale is resubs 6 to 30 of sub 1 & resubs 1 to 3 of sub 3 of P.P.1, parish of Tarong, county of Fitzroy ; allotments of sections 1 to 8 of subs 1 & 3 of P.P.1 (Tarong) ; the Grange Estate - subs 1 to 15 of portions 127 & 136, parish of Booie, Fitzroy.",-26.767581,151.843733,http://hdl.handle.net/10462/deriv/282116,997376044702061
Nanango Station freeholds,"Plan of allotments for sale Friday 31st May 1935.;Land for sale is subdivision 1 of portion 80, portion 2, resubdivision 2 of subdivision 3 P.P.1, resubdivision 2 of subdivision 3 of portion 81v & of subdivision 1 of P.P.1, & subdivisions 11, 12, & 13 of portion 176, Parish of Nanango.",-26.656512,151.979009,http://hdl.handle.net/10462/deriv/282115,997376034702061
Logan railway estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Inset: Local sketch.;Thomas Freney, Surveyor.;Hooker, Son & Elliott, Auctioneers.",-27.55223,153.017693,http://hdl.handle.net/10462/deriv/18393,997585014702061
"Government sale of seaside allotments, to be offered at auction, as perpetual town leases, at the Land Office, Proserpine...1956","Plan of allotments for sale on Thursday, 6th December, 1956.;Shows section and allotment numbers, and number of perches.;Cat. no. A.859.3.",-20.266476,148.715688,http://hdl.handle.net/10462/deriv/282100,997303344702061
"Plan of the Town of Nerang, Parish of Nerang, County of Ward, Beenleigh Land Agents District","Plan of allotments to be sold on the 21st April, 1890.;Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Cat. No. N. 1163. 13.;Land for sale adjoins the Nerang River and Mooyumbin Creek.",-27.9898,153.334677,http://hdl.handle.net/10462/deriv/18381,997584774702061
Oatland's Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;""Special trains. Free luncheon"";Includes a local sketch and an illustration of Oatland's Estate land.;C. T. Bell, Auctioneer.;F. G. Shaw, surveyor.",-27.421977,153.11909,http://hdl.handle.net/10462/deriv/18456,997586184702061
"Bardon Park Estate, upper Paddington","Plan of allotments for sale by public auction on Saturday 7th August 1920.;Reprint (Photograph). Originally published: [Brisbane] : Cameron Bros. [1920];Auctioneer: Cameron Bros.;Surveyed by R.A. Hamilton & James.;Land for sale is subdivisions of portions 296 & 297, parish of Enoggera.",-27.46151,152.975817,http://hdl.handle.net/10462/deriv/280893,997301824702061
"Plan of the Stamford Estate, Indooroopilly Railway Station","Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;land for sale is subdivisions 1 to 257 of portion 46.;Illustrations on map.;John W. Todd, Auctioneer.;Hamilton & Raff, surveyors.",-27.501025,152.974485,http://hdl.handle.net/10462/deriv/18462,997586214702061
Kingston Railway Station Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;""72 charming country villa sites! Being subdivisions 1 to 72 of portion 394, Parish of Yeerongpilly. Containing from 2 rds. 28 per. to 5 acre blocks"";""Special train leaves Sth Brisbane Station at 1:45. Free passes on application. Luncheon provided"";John W. Todd, auctioneer.;Includes local sketch.;Includes 2 sketches: View from the Railway and view from the Estate.",-27.652528,153.121959,http://hdl.handle.net/10462/deriv/18468,997586364702061
St. Bernard Estate Tambourine Mountain,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;Land for sale is portion 59 to be sold at the mart on Monday, January 30th 1893 at 11 o'clock.;Arthur Martin & Co. Ltd., auctioneers.;Includes local sketch.;Former digital ID: picqld-2005-08-23-14-08",-27.971992,153.193987,http://hdl.handle.net/10462/deriv/18534,997586904702061
"The model suburb Coorparoo Brisbane, Q'land","""H. R. Maguire ... R. C. Nowland ... town planners 2/2/1923"";""C. A. Hurley & Co., Watson's Chambers, 143 Queen St. ... """,-27.503488,153.071906,http://hdl.handle.net/10462/deriv/282110,997849574702061
"The Kinmore Estate, Kelvin Grove Road","""To be sold by auction, Saturday, October 4, at two o'clock ... "";Arthur Martin & Co., Auctioneers.",-27.43975,153.008512,http://hdl.handle.net/10462/deriv/282086,9911488984702061
Bulimba Bridge Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005;""To be sold on the ground on the 24th January by R. D. Graham & Son"";Includes local sketch.",-27.452395,153.059431,http://hdl.handle.net/10462/deriv/18486,997586584702061
Gordon Park Tramway Extension Estate,Includes local sketch.;Realty Development Co. Ltd.,-27.413619,153.024112,http://hdl.handle.net/10462/deriv/282096,997635894702061
The township of Sherwood Estate,"Digitised as part of the 'Henzell and Cameron Estate Maps Project' 2005.;""Special train will leave Brisbane railway station at 1 o'clock - free"".;Arthur Martin & Company, auctioneers.;Local sketch.",-27.53361,152.984452,http://hdl.handle.net/10462/deriv/18399,997585304702061
